GenAge ID,symbol,aliases,name,entrez gene id,uniprot,why,band,location start,location end,orientation,acc promoter,acc orf,acc cds,references,orthologs
160,HSPA1A,HSP70-1 HSPA1,heat shock 70kDa protein 1A,3303,HSP71_HUMAN,"mammal,model,functional,putative",6p21.3,31815514,31817942,1,HS_HSPA1A,NM_005345,NP_005336,"9363888,12470898,12814804,11518492,10360681,7737368,7988669,8934873,15176485,11226747,11448943,10205060,12677068,7977810,12470839,12115981,11382788,8473688,1491731,15078873,15063109,9821948,15013664,15308771,15970415,16139996,16254069,16518701,19072255,18223156,16723383,7706448,9637782,15695762,17304350,27582425","Hspa1b;Mus musculus,Hspa1a;Rattus norvegicus,hsp70.3;Danio rerio,Hsc70-1;Drosophila melanogaster,Hsc70-4;Drosophila melanogaster,hsp-1;Caenorhabditis elegans,Hspa1a;Mus musculus,Hspa1b;Rattus norvegicus,hsp70l;Danio rerio,si:ch211-199o1.2;Danio rerio,SSA1;Saccharomyces cerevisiae,Hspa1a;Rattus norvegicus,Hspa1b;Rattus norvegicus"
161,HSPA1B,HSP70-2,heat shock 70kDa protein 1B,3304,HSP71_HUMAN,"functional,putative",6p21.3,3075514,3078033,1,,NM_005346,NP_005337,"936,388,812,470,898,000,000,000,000,000,000,000,000","Hspa1b;Mus musculus,Hspa1a;Rattus norvegicus,hsp70.3;Danio rerio,Hsc70-1;Drosophila melanogaster,Hsc70-4;Drosophila melanogaster,hsp-1;Caenorhabditis elegans,Hspa1a;Mus musculus,Hspa1b;Rattus norvegicus,hsp70l;Danio rerio,si:ch211-199o1.2;Danio rerio,SSA1;Saccharomyces cerevisiae,Hspa1a;Rattus norvegicus,Hspa1b;Rattus norvegicus"
162,PCMT1,,protein-L-isoaspartate (D-aspartate) O-methyltransferase,5110,PIMT_HUMAN,"functional,putative",6q24-q25,149749695,149811421,1,,NM_005389,NP_005380,"1,174,207,610,496,060,000,000,000,000,000,000,000,000","pcm2;Schizosaccharomyces pombe,Pcmt1;Rattus norvegicus,Pcmt1;Mus musculus,pcmt;Danio rerio,Pcmt;Drosophila melanogaster,pcm-1;Caenorhabditis elegans"
163,MAPK8,JNK JNK1 SAPK1 PRKM8,mitogen-activated protein kinase 8,5599,MK08_HUMAN,model,10q11.22,48401612,48439359,1,,NM_139049,NP_620637,###############################################################################################################################################################################################################################################################,"Mapk8;Mus musculus,bsk;Drosophila melanogaster,mapk8b;Danio rerio,Mapk8;Rattus norvegicus,jnk-1;Caenorhabditis elegans,mapk8a;Danio rerio,HOG1;Saccharomyces cerevisiae"
164,YWHAZ,KCIP-1 14-3-3-zeta YWHAD,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta",7534,1433Z_HUMAN,downstream,8q23.1,100918576,100952129,-1,,NM_145690,NP_663723,"9,312,143,942,851,910,000,000","Ywhaz;Mus musculus,Ywhaz;Rattus norvegicus,14-3-3zeta;Drosophila melanogaster,par-5;Caenorhabditis elegans,ftt-2;Caenorhabditis elegans,M117.3;Caenorhabditis elegans,BMH2;Saccharomyces cerevisiae,BMH1;Saccharomyces cerevisiae"
165,PTK2B,CAKB PYK2 RAFTK PTK CADTK FAK2,protein tyrosine kinase 2 beta,2185,FAK2_HUMAN,downstream,8p21.1,27311482,27459391,1,,NM_173174,NP_775266,"754,444,316,523,241","Ptk2b;Mus musculus,Ptk2b;Rattus norvegicus,kin-32;Caenorhabditis elegans,ptk2bb;Danio rerio,ptk2ba;Danio rerio"
166,PTK2,FAK FADK FAK1 PPP1R71,protein tyrosine kinase 2,5747,FAK1_HUMAN,downstream,8q24.3,140658382,141001313,-1,,NM_153831,NP_722560,"128,052,411,263,998,000,000,000,000,000,000,000,000","ptk2aa;Danio rerio,Ptk2;Mus musculus,Ptk2;Rattus norvegicus,Fak;Drosophila melanogaster,ptk2ab;Danio rerio,kin-32;Caenorhabditis elegans"
167,IL7,IL-7,interleukin 7,3574,IL7_HUMAN,putative,8q12-q13,78732772,78805523,-1,,NM_000880,NP_000871,"117,725,331,116,019,000,000,000,000,000,000,000,000,000,000","Il7;Mus musculus,Il7;Rattus norvegicus"
168,MAPK14,PRKM14 p38 Mxi2 PRKM15 CSPB1 CSBP1 CSBP2,mitogen-activated protein kinase 14,1432,MK14_HUMAN,"cell,functional",6p21,36027677,36111236,1,,NM_001315,NP_001306,"12581156,10856288,10581258,9712902,12419465,10480932,12885591,10943842,11593045,11557281,12213555,14612426,8974401,7601337,16099992,16339323,16449798,16272318,16170353,12639989,15130668,16652371,21399611,11978814,19619499,10949032,11069918,14566971,24531378,25083993,25151490,24531379","Mapk14;Mus musculus,p38b;Drosophila melanogaster,p38a;Drosophila melanogaster,mapk14a;Danio rerio,Mapk14;Rattus norvegicus,pmk-2;Caenorhabditis elegans,pmk-1;Caenorhabditis elegans,mapk14b;Danio rerio,HOG1;Saccharomyces cerevisiae,p38c;Drosophila melanogaster"
169,FGFR1,H2 H3 H4 H5 CEK FLG BFGFR N-SAM CD331 FLT2 KAL2,fibroblast growth factor receptor 1,2260,FGFR1_HUMAN,putative,8p12,38411138,38468834,-1,,NM_000604,NP_000595,"111,307,261,251,410,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Fgfr1;Mus musculus,fgfr1a;Danio rerio,btl;Drosophila melanogaster,htl;Drosophila melanogaster,Fgfr1;Rattus norvegicus,egl-15;Caenorhabditis elegans,fgfr1b;Danio rerio,fgfr1bl;Danio rerio"
170,SP1,,Sp1 transcription factor,6667,SP1_HUMAN,upstream,12q13.1,53380195,53416442,1,,NM_138473,NP_612482,"114,520,251,097,867,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Sp1;Mus musculus,Sp1;Rattus norvegicus,Spps;Drosophila melanogaster,sptf-2;Caenorhabditis elegans,sp1;Danio rerio"
171,FLT1,VEGFR1 FLT,fms-related tyrosine kinase 1,2321,VGFR1_HUMAN,downstream,13q12,28300346,28495128,-1,,NM_002019,NP_002010,"759,643,575,964,361,000,000,000,000,000","Flt1;Mus musculus,Pvr;Drosophila melanogaster,Flt1;Rattus norvegicus,flt1;Danio rerio"
172,JUN,c-Jun AP-1,jun proto-oncogene,3725,JUN_HUMAN,upstream,1p32-p31,58780791,58784113,-1,HS_JUN,NM_002228,NP_002219,"15,767,565,151,173,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Jun;Mus musculus,Jun;Rattus norvegicus,Jra;Drosophila melanogaster,jun;Danio rerio"
173,MED1,PBP TRAP220 RB18A DRIP230 CRSP200 CRSP1 TRIP2 PPARGBP PPARBP,mediator complex subunit 1,5469,MED1_HUMAN,putative,17q12,39404285,39451274,-1,,NM_004774,NP_004765,"1,083,953,010,882,100","med1;Danio rerio,Med1;Mus musculus,MED1;Drosophila melanogaster,Med1;Rattus norvegicus"
174,MAPK9,JNK2 p54a SAPK PRKM9,mitogen-activated protein kinase 9,5601,MK09_HUMAN,model,5q35,180233595,180292071,-1,,NM_002752,NP_002743,"15,767,565,146,020,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Mapk9;Mus musculus,bsk;Drosophila melanogaster,Mapk9;Rattus norvegicus,jnk-1;Caenorhabditis elegans,HOG1;Saccharomyces cerevisiae,mapk9;Danio rerio"
175,MAPK3,ERK1 p44mapk p44erk1 PRKM3,mitogen-activated protein kinase 3,5595,MK03_HUMAN,downstream,16p11.2,30114105,30123309,-1,,NM_002746,NP_002737,"1,288,559,110,795,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","spk1;Schizosaccharomyces pombe,Mapk3;Mus musculus,Mapk3;Rattus norvegicus,mpk-1;Caenorhabditis elegans,mapk3;Danio rerio,FUS3;Saccharomyces cerevisiae,KSS1;Saccharomyces cerevisiae,rl;Drosophila melanogaster"
176,HMGB1,HMG3 SBP-1 DKFZp686A04236 HMG1,high mobility group box 1,3146,HMGB1_HUMAN,downstream,13q12,30457916,30465965,-1,,NM_002128,NP_002119,"15,374,498,232,544,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","AC135696.1;Rattus norvegicus,Dsp1;Drosophila melanogaster,hmg-1.2;Caenorhabditis elegans,hmgb1a;Danio rerio,Hmg1l1;Rattus norvegicus,hmgb1b;Danio rerio,NHP6B;Saccharomyces cerevisiae,NHP6A;Saccharomyces cerevisiae"
177,CCNA2,CCNA CCN1,cyclin A2,890,CCNA2_HUMAN,downstream,4q27,121816444,121823933,-1,,NM_001237,NP_001228,"12,533,509,115,729,900,000,000,000,000,000,000,000","Ccna2;Mus musculus,CycA;Drosophila melanogaster,Ccna2;Rattus norvegicus,ccna2;Danio rerio,CLB4;Saccharomyces cerevisiae,CLB3;Saccharomyces cerevisiae,CLB1;Saccharomyces cerevisiae,CLB6;Saccharomyces cerevisiae,CLB2;Saccharomyces cerevisiae,CLB5;Saccharomyces cerevisiae"
178,HMGB2,HMG2,high mobility group box 2,3148,HMGB2_HUMAN,downstream,4q31,173331376,173334444,-1,HS_HMGB2,NM_002129,NP_002120,"1,537,449,823,254,440,000,000,000,000,000,000,000","RGD1561694;Rattus norvegicus,Hmgb2;Rattus norvegicus,Hmgb2l1;Rattus norvegicus,Hmgb2;Mus musculus,Dsp1;Drosophila melanogaster,hmg-1.2;Caenorhabditis elegans,Hmgb2l1;Rattus norvegicus,RGD1559962;Rattus norvegicus,hmgb2a;Danio rerio,NHP6B;Saccharomyces cerevisiae,NHP6A;Saccharomyces cerevisiae"
179,MAP3K5,MAPKKK5 ASK1 MEKK5,mitogen-activated protein kinase kinase kinase 5,4217,M3K5_HUMAN,downstream,6q22.33,136557049,136792518,-1,,NM_005923,NP_005914,"897,440,176,013,371,000,000,000,000,000","Map3k5;Mus musculus,Pk92B;Drosophila melanogaster,Map3k5;Rattus norvegicus,map3k5;Danio rerio,STE11;Saccharomyces cerevisiae,BCK1;Saccharomyces cerevisiae,nsy-1;Caenorhabditis elegans"
180,TAF1,NSCL2 TAFII250 KAT4 DYT3/TAF1 TAF2A BA2R CCG1 CCGS DYT3,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa",6872,TAF1_HUMAN,downstream,Xq13.1,71366239,71466005,1,,NM_138923,NP_620278,"845,088,822,842,574","Taf1;Drosophila melanogaster,taf-1;Caenorhabditis elegans,Taf1;Mus musculus,taf1;Danio rerio,TAF1;Saccharomyces cerevisiae"
181,LMNB1,,lamin B1,4001,LMNB1_HUMAN,functional,5q23.2,126776623,126837020,1,,NM_005573,NP_005564,"883,881,515,688,064,000,000,000,000,000,000,000,000","Lmnb1;Mus musculus,Lam;Drosophila melanogaster,LamC;Drosophila melanogaster,Lmnb1;Rattus norvegicus,lmn-1;Caenorhabditis elegans,lmnb1;Danio rerio"
182,SDHC,CYB560 PGL3,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa",6391,C560_HUMAN,model,1q23.3,161314376,161364745,1,HS_SDHC,NM_003001,NP_002992,"75,503,419,716,135,100,000,000,000,000,000,000,000","sdh3;Schizosaccharomyces pombe,CG6629;Drosophila melanogaster,SdhC;Drosophila melanogaster,Sdhc;Mus musculus,mev-1;Caenorhabditis elegans,Sdhc;Rattus norvegicus,sdhc;Danio rerio"
183,FOXO4,AFX1 MLLT7,forkhead box O4,4303,FOXO4_HUMAN,model,Xq13.1,71096149,71103534,1,,NM_005938,NP_005929,"15,767,565,112,420,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","sep1;Schizosaccharomyces pombe,foxo;Drosophila melanogaster,Foxo4;Mus musculus,daf-16;Caenorhabditis elegans,Foxo4;Rattus norvegicus,foxo4;Danio rerio,HCM1;Saccharomyces cerevisiae"
184,HESX1,RPX ANF,HESX homeobox 1,8820,HESX1_HUMAN,upstream,3p14.3,57197916,57200252,-1,,NM_003865,NP_003856,"1,217,368,811,136,710,000,000,000,000,000","hesx1;Danio rerio,Hesx1;Mus musculus,Hesx1;Rattus norvegicus"
185,PIK3R1,GRB1 p85-ALPHA p85,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",5295,P85A_HUMAN,downstream,5q13.1,68215756,68301821,1,,NM_181523,NP_852664,"1,516,570,412,039,430,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Pik3r1;Mus musculus,Pik3r1;Rattus norvegicus,Pi3K21B;Drosophila melanogaster,aap-1;Caenorhabditis elegans,pik3r1;Danio rerio"
186,BSCL2,GNG3LG SPG17,Berardinelli-Seip congenital lipodystrophy 2 (seipin),26580,BSCL2_HUMAN,putative,11q13,62690262,62706315,-1,,NM_032667,NP_116056,"1,471,131,203,089,310,000,000","SPAC3A11.04;Schizosaccharomyces pombe,Bscl2;Rattus norvegicus,Bscl2;Mus musculus,Seipin;Drosophila melanogaster,bscl2l;Danio rerio,bscl2;Danio rerio"
187,AGPAT2,LPAAT-beta BSCL,1-acylglycerol-3-phosphate O-acyltransferase 2,10555,PLCB_HUMAN,putative,9q34.3,136673143,136687459,-1,,NM_006412,NP_006403,"1,471,131,196,753,710,000,000","CG3812;Drosophila melanogaster,fu12;Drosophila melanogaster,Agpat2;Mus musculus,acl-2;Caenorhabditis elegans,acl-1;Caenorhabditis elegans,Agpat2;Rattus norvegicus,agpat2;Danio rerio,SLC1;Saccharomyces cerevisiae"
188,BMI1,RNF51 PCGF4,"BMI1 proto-oncogene, polycomb ring finger",648,BMI1_HUMAN,putative,10p11.23,22321210,22331485,1,,NM_005180,NP_005171,"1,054,155,514,574,360,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Bmi1;Mus musculus,Psc;Drosophila melanogaster,Su(z)2;Drosophila melanogaster,Bmi1;Rattus norvegicus,bmi1a;Danio rerio,bmi1b;Danio rerio"
189,EEF1A1,EE1A1 EF1A EEF1A LENG7,eukaryotic translation elongation factor 1 alpha 1,1915,EF1A1_HUMAN,model,6q14.1,73515750,73521032,-1,,NM_001402,NP_001393,"94,570,698,710,521,800,000,000,000,000,000,000","LOC100360413;Rattus norvegicus,LOC100911991;Rattus norvegicus,Eef1a1;Mus musculus,Ef1alpha100E;Drosophila melanogaster,Eef1a1;Rattus norvegicus,eef1a1a;Danio rerio,TEF1;Saccharomyces cerevisiae,TEF1;Saccharomyces cerevisiae,eef1a1b;Danio rerio"
190,TFAP2A,AP-2 TFAP2 AP2TF,transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha),7020,AP2A_HUMAN,upstream,6p24,10396683,10415237,-1,,NM_003220,NP_003211,"10,552,928,118,960,700,000,000,000,000,000,000,000,000,000,000,000,000","Tfap2a;Mus musculus,TfAP-2;Drosophila melanogaster,tfap2a;Danio rerio,aptf-1;Caenorhabditis elegans,Tfap2a;Rattus norvegicus"
191,BDNF,,brain-derived neurotrophic factor,627,BDNF_HUMAN,putative,11p13,27654895,27659649,-1,,NM_170735,NP_733931,###############################################################################################################################################################################################################################################################,"Bdnf;Mus musculus,Bdnf;Rattus norvegicus,bdnf;Danio rerio"
192,CREB1,,cAMP responsive element binding protein 1,1385,CREB1_HUMAN,"upstream,putative",2q34,207529892,207605560,1,,NM_134442,NP_604391,"11,976,688,961,621,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Creb1;Mus musculus,CrebB;Drosophila melanogaster,Creb1;Rattus norvegicus,crh-1;Caenorhabditis elegans,creb1b;Danio rerio,creb1a;Danio rerio,Creb1;Rattus norvegicus"
193,ATF2,TREB7 CRE-BP1 HB16 CREB2,activating transcription factor 2,1386,ATF2_HUMAN,downstream,2q32,175072250,175168206,-1,,NM_001880,NP_001871,"108,562,889,712,902,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Atf2;Mus musculus,Atf2;Rattus norvegicus,atf2;Danio rerio"
194,TBP,TFIID GTF2D1 SCA17,TATA box binding protein,6908,TBP_HUMAN,upstream,6q27,170554333,170572870,1,,NM_003194,NP_003185,"12,150,996,124,117,000,000,000,000,000,000,000,000,000,000,000","Tbp;Mus musculus,Tbp;Drosophila melanogaster,Tbp;Rattus norvegicus,tbp-1;Caenorhabditis elegans,tbp;Danio rerio,SPT15;Saccharomyces cerevisiae"
195,APEX1,APE REF1 HAP1 APX APEN REF-1 APE-1 APEX,APEX nuclease (multifunctional DNA repair enzyme) 1,328,APEX1_HUMAN,functional,14q11.2,20455131,20457772,1,HS_APEX1,NM_001641,NP_001632,"12,742,531,911,922,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Apex1;Mus musculus,Rrp1;Drosophila melanogaster,Apex1;Rattus norvegicus,exo-3;Caenorhabditis elegans,apex1;Danio rerio,APN2;Saccharomyces cerevisiae"
196,HBP1,,HMG-box transcription factor 1,26959,HBP1_HUMAN,downstream,7q22-q31,107169015,107202529,1,HS_HBP1,NM_012257,NP_036389,"15,374,498,146,124,200,000,000,000,000,000,000,000","Hbp1;Rattus norvegicus,Hbp1;Mus musculus,hbp1;Danio rerio"
197,BUB1B,BUBR1 MAD3L Bub1A SSK1,BUB1 mitotic checkpoint serine/threonine kinase B,701,BUB1B_HUMAN,mammal,15q15,40161009,40221136,1,,NM_001211,NP_001202,"145,760,569,889,005,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","bub1;Schizosaccharomyces pombe,Bub1b;Mus musculus,Bub1;Drosophila melanogaster,BubR1;Drosophila melanogaster,Bub1b;Rattus norvegicus,bub-1;Caenorhabditis elegans,bub1bb;Danio rerio,BUB1;Saccharomyces cerevisiae,MAD3;Saccharomyces cerevisiae"
198,PTGS2,COX2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),5743,PGH2_HUMAN,putative,1q25.2-q25,186671812,186680427,-1,,NM_000963,NP_000954,"852,147,789,455,081,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Ptgs2;Mus musculus,Ptgs2;Rattus norvegicus,ptgs2a;Danio rerio,ptgs2b;Danio rerio"
199,HSPA8,HSC71 HSC70 HSP73 HSPA10,heat shock 70kDa protein 8,3312,HSP7C_HUMAN,functional,11q24.1,123057492,123062335,-1,HS_HSPA8,NM_006597,NP_006588,"11,518,492,102,050,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","AABR07011951.1;Rattus norvegicus,Hspa8;Rattus norvegicus,Hspa8;Rattus norvegicus,Hspa8;Mus musculus,Hsc70-1;Drosophila melanogaster,Hsc70-4;Drosophila melanogaster,hsp-1;Caenorhabditis elegans,HSPA8 (1 of many);Danio rerio,hspa8;Danio rerio,LOC680121;Rattus norvegicus,SSA1;Saccharomyces cerevisiae"
200,SIN3A,KIAA0700 DKFZP434K2235,SIN3 transcription regulator family member A,25942,SIN3A_HUMAN,putative,15q24.2,75369379,75451585,-1,,NM_015477,NP_056292,"1,096,468,678,895,700,000,000","Sin3a;Mus musculus,Sin3A;Drosophila melanogaster,sin-3;Caenorhabditis elegans,sin3ab;Danio rerio,Sin3a;Rattus norvegicus,sin3aa;Danio rerio,SIN3;Saccharomyces cerevisiae"
201,CDK1,CDC28A CDC2,cyclin-dependent kinase 1,983,CDC2_HUMAN,downstream,10q21.1,60778454,60794852,1,HS_CDC2,NM_001786,NP_001777,"11,572,993,105,640,900,000,000,000,000,000","Cdk1;Mus musculus,Cdk1;Drosophila melanogaster,Cdk1;Rattus norvegicus,cdk1;Danio rerio,cdk-1;Caenorhabditis elegans,CDC28;Saccharomyces cerevisiae"
202,TFDP1,Dp-1 DRTF1 DP1,transcription factor Dp-1,7027,TFDP1_HUMAN,"cell,downstream",13q34,113584741,113641473,1,,NM_007111,NP_009042,"171,078,121,408,871,000,000,000,000,000","Tfdp1;Mus musculus,Dp;Drosophila melanogaster,dpl-1;Caenorhabditis elegans,Tfdp1;Rattus norvegicus,tfdp1a;Danio rerio"
203,DDIT3,CHOP10 GADD153 CHOP,DNA-damage-inducible transcript 3,1649,DDIT3_HUMAN,putative,12q13.1-q1,57516588,57520517,-1,,NM_004083,NP_004074,"1,260,997,912,530,960,000,000,000,000,000","Ddit3;Mus musculus,Ddit3;Rattus norvegicus,ddit3;Danio rerio"
204,POLA1,p180 POLA NSX,"polymerase (DNA directed), alpha 1, catalytic subunit",5422,DPOLA_HUMAN,cell,Xp22.1-p21,24693947,24996985,1,,NM_016937,NP_058633,"12,425,958,123,927,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","pol1;Schizosaccharomyces pombe,Pola1;Rattus norvegicus,Pola1;Mus musculus,DNApol-alpha180;Drosophila melanogaster,Y47D3A.29;Caenorhabditis elegans,pola1;Danio rerio,POL1;Saccharomyces cerevisiae"
205,MAPT,MTBT1 tau PPND FTDP-17 TAU MSTD MTBT2 FLJ31424 MGC138549 PPP1R103 DDPAC MAPTL,microtubule-associated protein tau,4137,TAU_HUMAN,putative,17q21.1,45894382,46028333,1,,NM_016835,NP_058519,"10391244,8866683,11959919,10595944,11901170,15341514,14512841,12398927,12470843,12368474,11173885,11159192,7970209,8506352,10571241,10702411,10932182,11520987,15044677,9856453,10595524,11710889,16123158,16171847,16518719,16371324,11226152,7498401,16687499,16914869,16877359,22120149,11978814,20869593,18786355,8673924","mapta;Danio rerio,Mapt;Mus musculus,Mapt;Rattus norvegicus,ptl-1;Caenorhabditis elegans,tau;Drosophila melanogaster,maptb;Danio rerio"
206,CTGF,IGFBP8 CCN2,connective tissue growth factor,1490,CTGF_HUMAN,putative,6q23.1,131948177,131951378,-1,HS_CTGF,NM_001901,NP_001892,"1,589,788,921,501,370,000,000,000,000,000,000,000,000","Ctgf;Mus musculus,Ccn;Drosophila melanogaster,Ctgf;Rattus norvegicus,ctgfa;Danio rerio"
207,HDAC2,RPD3 YAF1,histone deacetylase 2,3066,HDAC2_HUMAN,"functional,upstream",6q21,113936156,113971195,-1,HS_HDAC2,NM_001527,NP_001518,"12,459,580,105,128,500,000,000,000,000,000,000,000,000,000,000,000,000,000","clr6;Schizosaccharomyces pombe,Hdac2;Mus musculus,Rpd3;Drosophila melanogaster,Hdac2;Rattus norvegicus,hda-3;Caenorhabditis elegans,hda-1;Caenorhabditis elegans,RPD3;Saccharomyces cerevisiae"
208,MAX,bHLHd4 bHLHd5 bHLHd6 bHLHd7 bHLHd8,MYC associated factor X,4149,MAX_HUMAN,functional,14q23,65075124,65102544,-1,,NM_002382,NP_002373,"1,255,390,896,240,060,000,000,000,000,000,000,000","Max;Mus musculus,max;Danio rerio,Max;Drosophila melanogaster,Max;Rattus norvegicus,mxl-1;Caenorhabditis elegans,mxl-3;Caenorhabditis elegans"
209,MXD1,MAD1 bHLHc58 MAD,MAX dimerization protein 1,4084,MAD1_HUMAN,functional,2p13-p12,69915041,69942944,1,,NM_002357,NP_002348,"125,539,087,889,570","Mxd1;Mus musculus,mdl-1;Caenorhabditis elegans,Mxd1;Rattus norvegicus,mxd1;Danio rerio"
210,MDM2,HDM2 MGC5370,"MDM2 proto-oncogene, E3 ubiquitin protein ligase",4193,MDM2_HUMAN,upstream,12q14.3-q1,68808172,68845544,1,,NM_002392,NP_002383,"16,286,925,126,289,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Mdm2;Mus musculus,mdm2;Danio rerio,Mdm2;Rattus norvegicus"
211,SUMO1,PIC1 GMP1 SMT3C SUMO-1 SMT3H3 OFC10 UBL1,small ubiquitin-like modifier 1,7341,SUMO1_HUMAN,upstream,2q33,202206180,202238599,-1,HS_UBL1,NM_003352,NP_003343,"12,968,183,107,595,600,000,000,000,000,000,000,000,000,000,000","pmt3;Schizosaccharomyces pombe,Sumo1;Mus musculus,smo-1;Caenorhabditis elegans,Sumo1;Rattus norvegicus,sumo1;Danio rerio,SMT3;Saccharomyces cerevisiae"
212,H2AFX,H2AX,"H2A histone family, member X",3014,H2AX_HUMAN,functional,11q23.3,119093875,119095467,-1,,NM_002105,NP_002096,"11,934,988,146,083,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","H2afx;Mus musculus,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,h2afx;Danio rerio,zgc:101846;Danio rerio,H2afx;Rattus norvegicus,zgc:110434;Danio rerio,HTA1;Saccharomyces cerevisiae,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,His2A:CG33826;Drosophila melanogaster,His2A:CG33847;Drosophila melanogaster,His2A:CG33865;Drosophila melanogaster,zgc:165551;Danio rerio,si:ch73-368j24.15;Danio rerio,zgc:165551;Danio rerio,zgc:195633;Danio rerio,zgc:195633;Danio rerio,zgc:110434;Danio rerio,si:ch1073-159d7.9;Danio rerio"
213,HOXB7,HOX2 HOX2C,homeobox B7,3217,HXB7_HUMAN,putative,17q21.3,48607233,48611021,-1,,NM_004502,NP_004493,"2,574,852,945,790,380,000,000,000,000,000,000,000","Hoxb7;Mus musculus,Antp;Drosophila melanogaster,hoxb7a;Danio rerio,Hoxb7;Rattus norvegicus"
